request_id,request_timestamp,origin_lat,origin_lon,destination_lat,destination_lon,trip_requirements,max_ride_factor,earliest_pickup,latest_dropoff,alt_type,alt_score
Weekend_Afternoon_0739,2025-11-01T15:00:01.618731,10.7918935,106.7089558,10.7990284,106.6987894,"{""wheelchair_accessible"": false}",1.58,,,,
Weekend_Afternoon_0839,2025-11-01T15:00:16.738075,10.7941163,106.6961594,10.8122687,106.7103955,"{""wheelchair_accessible"": false}",2.5,,,,
Weekend_Afternoon_0178,2025-11-01T15:00:23.545875,10.789822000969403,106.72079858286794,10.7918935,106.7089558,"{""wheelchair_accessible"": false}",1.72,,,,
Weekend_Afternoon_0316,2025-11-01T15:00:24.561865,10.79105546428934,106.72224661171106,10.7943755,106.7037139,"{""wheelchair_accessible"": false}",1.1,,,,
Weekend_Afternoon_0401,2025-11-01T15:00:46.710833,10.789502,106.711158,10.7945973,106.7209731,"{""wheelchair_accessible"": false}",2.49,,,,
Weekend_Afternoon_0449,2025-11-01T15:00:51.207522,10.8082482,106.7087778,10.7894484,106.7182203,"{""wheelchair_accessible"": false}",2.15,,,,
Weekend_Afternoon_0682,2025-11-01T15:01:20.907462,10.811265242310052,106.71534704475144,10.8085449,106.7093573,"{""wheelchair_accessible"": false}",2.49,,,,
Weekend_Afternoon_0356,2025-11-01T15:01:22.965178,10.807339516561369,106.71457319131568,10.799425366592915,106.72119114967832,"{""wheelchair_accessible"": false}",2.1,,,,
Weekend_Afternoon_0819,2025-11-01T15:01:28.225461,10.791943282595325,106.71293643772093,10.79373121257294,106.71202229643768,"{""wheelchair_accessible"": false}",2.35,,,,
Weekend_Afternoon_0033,2025-11-01T15:01:47.421428,10.7893608,106.7095502,10.801605627936553,106.71442617656436,"{""wheelchair_accessible"": false}",1.1,,,,
Weekend_Afternoon_0577,2025-11-01T15:01:52.259612,10.8032942,106.69257,10.7946042,106.7215659,"{""wheelchair_accessible"": false}",2.46,,,,
Weekend_Afternoon_0267,2025-11-01T15:01:59.301372,10.8032188,106.6914533,10.7921528,106.709024,"{""wheelchair_accessible"": false}",1.77,,,,
Weekend_Afternoon_0836,2025-11-01T15:02:25.746775,10.8005534,106.7246028,10.790156,106.7105063,"{""wheelchair_accessible"": false}",2.18,,,,
Weekend_Afternoon_0884,2025-11-01T15:03:09.121945,10.795684198322943,106.6924990442822,10.7918935,106.7089558,"{""wheelchair_accessible"": false}",1.46,,,,
Weekend_Afternoon_0774,2025-11-01T15:03:28.149232,10.7921246,106.7228756,10.8041081,106.6989074,"{""wheelchair_accessible"": false}",2.14,,,,
Weekend_Afternoon_0782,2025-11-01T15:03:38.128959,10.7904871,106.7111196,10.8069937,106.689737,"{""wheelchair_accessible"": false}",1.91,,,,
Weekend_Afternoon_0629,2025-11-01T15:03:40.932685,10.7979426,106.7158367,10.7988756,106.7186324,"{""wheelchair_accessible"": false}",2.36,,,,
